content_id,content_type,is_indie
C026112,song,False
C001584,album,False
C016180,song,False
C027465,song,True
C026774,podcast_episode,False
C003808,song,False
C019539,song,True
C003252,album,False
C018695,podcast_episode,False
C004878,song,False
C022654,song,False
C024497,podcast_episode,False
C014538,podcast_episode,True
C024841,song,False
C027814,song,True
C027960,podcast_episode,False
C007879,song,False
C002896,song,False
C028540,song,False
C021423,podcast_episode,False
C032668,song,False
C020868,song,True
C007278,podcast_episode,False
C023173,album,True
C024697,song,False
C000634,audiobook,True
C023692,podcast_episode,False
C020568,podcast_episode,False
C021143,song,True
C005169,podcast_episode,True
C029936,song,False
C010194,audiobook,False
C028275,song,False
C006430,song,False
C017641,song,True
C023193,podcast_episode,False
C025482,song,False
C015156,podcast_episode,False
C016576,audiobook,False
C022169,podcast_episode,True
C011159,podcast_episode,False
C017873,podcast_episode,False
C013833,song,True
C019427,song,False
C030462,podcast_episode,False
C010424,podcast_episode,False
C032667,song,True
C007289,song,True
C004466,podcast_episode,False
C026090,song,False
C016810,podcast_episode,False
C006252,song,False
C020713,song,False
C013126,song,False
C028344,song,False
C000723,song,False
C009204,song,True
C010764,song,False
C003421,song,False
C008570,song,True
C004143,podcast_episode,True
C026099,song,True
C009583,album,True
C004055,song,False
C010209,song,False
C029986,song,True
C013439,song,True
C013955,podcast_episode,False
C010853,song,False
C031001,song,False
C020287,song,True
C002348,song,False
C029093,podcast_episode,True
C013545,song,True
C033864,album,False
C000864,song,False
C031231,podcast_episode,True
C023657,song,True
C026676,album,True
C018723,podcast_episode,False
C032287,song,True
C014607,podcast_episode,False
C018754,song,False
C031913,song,False
C022053,podcast_episode,False
C033540,song,True
C025641,song,False
C013191,song,True
C026651,podcast_episode,False
C015639,album,False
C023049,song,False
C032229,song,True
C014857,podcast_episode,True
C027531,podcast_episode,False
C007725,song,True
C003026,song,False
C033021,song,True
C018435,song,False
C006012,song,True
C031096,podcast_episode,False
C004630,song,False
C007066,podcast_episode,True
C015357,podcast_episode,False
C001833,podcast_episode,False
C003880,song,True
C022586,song,False
C024284,podcast_episode,False
C007434,song,False
C009069,song,False
C012208,podcast_episode,True
C014812,song,True
C031501,audiobook,False
C020598,podcast_episode,False
C007663,song,False
C001119,song,False
C023385,song,True
C020744,album,False
C016005,song,True
C012428,podcast_episode,False
C030583,song,False
C013051,song,False
C008398,podcast_episode,False
C015581,podcast_episode,False
C022759,podcast_episode,False
C025817,podcast_episode,False
C018366,album,False
C006883,podcast_episode,True
C012723,album,False
C030215,audiobook,False
C015722,song,False
C006386,podcast_episode,False
C012133,audiobook,False
C030706,song,False
C023191,album,False
C017361,song,True
C004064,song,False
C002539,podcast_episode,True
C026592,podcast_episode,True
C019519,song,True
C029637,song,False
C016310,song,False
C022593,podcast_episode,False
C010427,song,True
C018618,song,False
C013635,song,False
C027585,song,True
C029524,song,False
C003550,song,True
C007218,song,True
C003143,podcast_episode,True
C014185,album,False
C004241,song,False
C022132,song,False
C008731,album,True
C010231,song,False
C002384,song,False
C024318,podcast_episode,False
C019498,song,True
C009524,song,True
C030393,podcast_episode,False
C012986,song,False
C023050,song,True
C033687,audiobook,False
C027771,song,True
C003446,song,False
C028292,song,True
C025196,album,True
C026763,song,False
C027758,audiobook,True
C012204,song,False
C021097,podcast_episode,True
C003547,podcast_episode,False
C003084,podcast_episode,True
C021289,song,False
C011670,podcast_episode,True
C011719,podcast_episode,True
C013061,audiobook,False
C018460,podcast_episode,False
C033585,podcast_episode,False
C015919,song,True
C019143,podcast_episode,False
C001362,song,False
C019348,song,True
C016482,song,False
C027017,podcast_episode,True
C017257,song,True
C022277,song,True
C033420,song,False
C031636,song,True
C022597,song,True
C023204,song,True
C011288,audiobook,True
C017899,podcast_episode,False
C030270,song,False
C001508,song,False
C011251,song,False
C020456,song,False
C015591,podcast_episode,True
C033713,song,False
C010334,podcast_episode,False
C024847,song,False
C026386,audiobook,False
C002233,song,False
C005996,song,False
C029889,song,True
C001105,song,True
C003946,song,True
C029293,album,False
C005208,podcast_episode,False
C007269,song,False
C017804,song,False
C003986,podcast_episode,False
C024504,song,False
C029227,song,False
C005527,song,False
C013167,song,False
C025651,song,False
C023486,podcast_episode,False
C029834,song,False
C024976,audiobook,False
C016178,song,False
C027237,podcast_episode,False
C010273,podcast_episode,False
C009461,podcast_episode,False
C019015,song,False
C008634,song,True
C005742,song,False
C030203,song,True
C008619,song,True
C009428,podcast_episode,True
C033645,song,True
C013044,song,False
C023324,album,False
C028891,album,False
C021383,album,False
C027627,podcast_episode,False
C000797,album,False
C032263,podcast_episode,False
C026356,podcast_episode,True
C023569,podcast_episode,True
C009410,song,False
C032403,song,True
C027663,song,False
C026674,song,False
C005780,song,False
C003620,song,True
C014030,song,False
C023731,podcast_episode,True
C020580,podcast_episode,False
C031285,song,False
C019222,song,False
C013870,podcast_episode,False
C019752,song,False
C024039,podcast_episode,True
C024738,song,False
C028839,song,False
C031194,song,False
C031146,album,False
C003409,song,True
C011850,podcast_episode,False
C021993,audiobook,False
C018644,podcast_episode,True
C014040,album,False
C003778,song,True
C015273,podcast_episode,True
C002619,podcast_episode,False
C017763,song,True
C011731,podcast_episode,True
C030958,podcast_episode,True
C022895,album,True
C024373,podcast_episode,True
C003645,album,True
C018016,podcast_episode,False
C022246,song,False
C018381,song,False
C009245,podcast_episode,True
C000964,song,False
C017483,song,True
C007803,podcast_episode,False
C000176,podcast_episode,True
C026483,song,True
C015242,song,False
C006251,song,False
C008766,song,False
C024250,podcast_episode,False
C012957,song,True
C025253,album,False
C022846,podcast_episode,False
C010380,album,False
C027241,song,False
C007494,song,False
C014882,song,False
C022301,song,False
C033580,podcast_episode,True
C027834,song,False
C027852,song,False
C031294,podcast_episode,True
C014094,song,False
C023950,song,True
C026484,song,True
C023155,album,False
C013840,song,False
C000657,album,False
C030748,podcast_episode,False
C007225,song,False
C024278,song,False
C021501,song,True
C008770,song,False
C017276,song,False
C017188,podcast_episode,False
C026330,album,False
C013324,song,False
C026326,song,True
C017406,podcast_episode,False
C004381,song,False
C008097,song,False
C014660,podcast_episode,False
C032955,song,True
C016677,song,True
C005549,song,False
C019914,song,True
C028260,song,False
C010641,podcast_episode,False
C004518,podcast_episode,False
C030563,podcast_episode,True
C013401,song,False
C024040,song,True
C005021,song,True
C015880,podcast_episode,False
C003924,podcast_episode,True
C002428,song,False
C024527,song,False
C033152,podcast_episode,True
C021897,audiobook,False
C022170,album,False
C024053,song,False
C028423,audiobook,False
C016033,album,False
C021188,song,False
C000240,podcast_episode,False
C030679,podcast_episode,False
C008285,song,False
C023802,song,False
C003656,song,False
C031237,song,False
C032910,song,False
C007909,song,False
C023005,podcast_episode,False
C020897,album,False
C003222,song,False
C007293,song,False
C013868,podcast_episode,True
C017102,audiobook,True
C032269,song,True
C025346,song,False
C012753,song,True
C003131,song,True
C004123,song,True
C031340,song,False
C009671,podcast_episode,True
C019179,song,False
C005589,song,False
C015331,song,True
C005926,podcast_episode,True
C025731,song,True
C027919,audiobook,False
C028805,podcast_episode,True
C004063,song,False
C009278,song,True
C033801,album,True
C000783,song,False
C031526,podcast_episode,True
C012843,song,False
C032956,podcast_episode,False
C001439,podcast_episode,False
C016271,podcast_episode,True
C031811,song,True
C019769,song,True
C000633,podcast_episode,False
C009490,podcast_episode,False
C009215,podcast_episode,False
C012416,song,True
C011655,podcast_episode,False
C031753,song,True
C012463,song,False
C024228,song,False
C012623,song,True
C021122,podcast_episode,True
C008233,song,True
C033017,song,True
C008286,song,False
C017986,audiobook,False
C013727,podcast_episode,False
C028553,song,True
C029623,song,False
C009321,song,False
C013151,song,False
C016787,song,False
C032661,song,True
C014468,podcast_episode,False
C017145,song,False
C002869,song,False
C027190,song,False
C020316,podcast_episode,False
C033056,podcast_episode,True
C014446,song,False
C006571,podcast_episode,False
C019627,podcast_episode,False
C024352,song,True
C003622,podcast_episode,False
C004173,audiobook,False
C005605,song,False
C003005,album,False
C007250,album,True
C004511,song,False
C017504,song,False
C008566,album,False
C033212,song,False
C030604,album,True
C030851,song,False
C016750,song,False
C012130,song,False
C023404,song,False
C002962,podcast_episode,False
C032512,song,False
C016621,song,False
C030262,audiobook,False
C013556,podcast_episode,False
C015262,song,False
C019425,song,True
C030574,song,True
C027418,podcast_episode,False
C010996,podcast_episode,False
C002124,song,False
C015241,song,False
C026894,podcast_episode,False
C027558,album,False
C029720,song,False
C032422,podcast_episode,True
C021652,song,False
C017447,song,False
C022773,podcast_episode,False
C020698,song,False
C017960,song,False
C003904,audiobook,False
C013406,podcast_episode,False
C025180,podcast_episode,False
C016425,song,False
C011414,song,True
C011980,song,False
C016748,podcast_episode,False
C006882,song,True
C017814,song,True
C013808,song,True
C003732,song,True
C027337,song,False
C006773,song,False
C024874,song,False
C017758,song,False
C010626,song,False
C016377,song,False
C018727,album,False
C018338,song,True
C012707,song,False
C009500,album,False
C017553,audiobook,True
C023110,song,False
C017241,podcast_episode,True
C013779,song,False
C002500,song,False
C028847,podcast_episode,False
C031797,podcast_episode,False
C031166,song,False
C023348,song,False
C002604,song,False
C000726,song,False
C008819,album,False
C014467,song,False
C008879,song,False
C007491,album,False
C011084,podcast_episode,True
C011848,podcast_episode,False
C007792,podcast_episode,False
C015392,podcast_episode,True
C005133,song,False
C016578,song,False
C003319,album,False
C018984,song,False
C028181,song,False
C005701,album,False
C002038,song,True
C008800,song,False
C004552,podcast_episode,False
C026188,album,True
C030488,song,False
C022618,podcast_episode,False
C001832,podcast_episode,True
C018421,podcast_episode,False
C011407,song,True
C029292,podcast_episode,False
C020734,album,True
C033859,podcast_episode,False
C001216,podcast_episode,True
C014547,podcast_episode,False
C013559,song,False
C013278,audiobook,False
C033845,podcast_episode,False
C032641,song,False
C012805,podcast_episode,False
C032655,song,False
C026716,song,False
C016623,podcast_episode,False
C016403,song,False
C032243,podcast_episode,False
C016285,song,False
C025060,song,False
C005728,podcast_episode,True
C016994,song,False
C016632,song,False
C003022,podcast_episode,False
C025890,podcast_episode,False
C005474,song,False
C017605,song,False
C014333,song,True
C011587,song,False
C029819,podcast_episode,True
C006951,song,False
C010043,song,True
C015762,song,False
C014823,song,True
C019446,podcast_episode,True
C006729,song,False
C005419,album,False
C024365,album,True
C003575,song,True
C017994,audiobook,False
C028434,song,False
C001769,podcast_episode,False
C024971,song,False
C029204,song,False
C027487,song,False
C001542,song,True
C025408,song,False
C005379,song,False
C020694,podcast_episode,False
C003815,song,False
C028837,song,False
C005218,song,False
C014282,album,False
C012230,song,False
C030132,song,True
C028528,song,False
C000395,song,False
C016295,audiobook,False
C031756,song,False
C028969,podcast_episode,False
C023526,song,False
C028475,song,False
C027234,song,True
C020176,song,True
C008046,album,False
C005856,podcast_episode,False
C024183,song,False
C017783,podcast_episode,False
C021075,song,True
C032048,song,True
C025075,album,False
C003919,song,False
C012486,album,False
C012253,podcast_episode,True
C015900,song,True
C010153,song,True
C016540,podcast_episode,False
C003081,song,True
C023543,song,False
C010039,song,False
C006968,song,False
C015911,audiobook,False
C024195,song,True
C016705,podcast_episode,False
C001359,song,False
C002149,podcast_episode,False
C031452,song,False
C015185,song,False
C015870,album,False
C015192,podcast_episode,False
C033225,song,True
C015208,song,False
C005746,song,False
C024756,song,False
C029358,song,False
C032301,song,True
C030633,song,True
C004735,podcast_episode,True
C000166,album,False
C007224,song,False
C032142,podcast_episode,True
C007529,song,False
C015411,podcast_episode,False
C030041,song,False
C027932,song,False
C020578,song,False
C000501,song,False
C018811,podcast_episode,False
C018946,podcast_episode,False
C031962,song,True
C020388,album,True
C009666,album,True
C027331,song,True
C002654,podcast_episode,True
C003229,song,True
C006687,song,True
C006624,song,True
C018197,album,False
C012430,podcast_episode,True
C000620,podcast_episode,False
C029173,album,True
C014322,podcast_episode,False
C025970,song,False
C006204,album,False
C014976,audiobook,True
C007106,song,True
C004367,podcast_episode,True
C030207,podcast_episode,False
C021986,song,False
C004792,podcast_episode,True
C032456,song,True
C007786,song,False
C027474,song,False
C022445,podcast_episode,True
C008809,song,True
C011468,song,False
C014052,audiobook,False
C016929,podcast_episode,False
C000037,song,False
C026958,song,True
C023887,podcast_episode,False
C016625,song,False
C027370,album,False
C001344,song,True
C003648,podcast_episode,True
C031868,song,True
C014455,podcast_episode,False
C017044,song,False
C001215,song,True
C032286,song,True
C023195,podcast_episode,True
C031611,song,False
C009646,song,False
C003230,song,True
C007870,podcast_episode,False
C033474,podcast_episode,False
C027870,podcast_episode,False
C026445,podcast_episode,False
C013511,song,True
C010959,podcast_episode,False
C031673,podcast_episode,False
C032231,song,False
C016406,song,False
C020059,song,True
C010797,podcast_episode,False
C032237,podcast_episode,False
C000455,audiobook,False
C026867,podcast_episode,True
C002687,album,False
C006987,song,True
C014429,podcast_episode,False
C032333,audiobook,True
C000601,song,True
C022622,song,False
C002103,song,False
C027303,audiobook,False
C008131,album,True
C009145,song,False
C006672,album,False
C008799,song,True
C032919,audiobook,False
C013092,song,False
C009076,album,False
C014756,song,False
C026603,song,False
C003183,audiobook,False
C018759,song,True
C032399,song,False
C026890,podcast_episode,False
C030102,song,True
C019038,song,False
C032649,song,True
C008748,podcast_episode,False
C008452,album,False
C014678,song,False
C011732,song,False
C019303,song,True
C025138,song,False
C027366,podcast_episode,False
C033034,podcast_episode,True
C033634,song,False
C015550,album,True
C013142,song,False
C005128,album,False
C033577,podcast_episode,False
C030267,podcast_episode,False
C001941,podcast_episode,False
C008453,song,False
C028579,podcast_episode,False
C018689,podcast_episode,False
C007146,song,True
C013227,song,False
C030432,podcast_episode,False
C012083,song,True
C032323,song,True
C023180,song,True
C014318,podcast_episode,True
C000306,song,False
C030211,song,False
C025931,song,False
C018709,song,True
C019423,song,True
C031520,podcast_episode,True
C031245,song,False
C019147,podcast_episode,False
C017269,podcast_episode,False
C025773,song,False
C002356,song,True
C011253,song,False
C031364,podcast_episode,False
C020403,podcast_episode,False
C006092,song,False
C033330,song,True
C020370,podcast_episode,True
C029687,song,False
C017903,podcast_episode,False
C008496,song,False
C029943,song,False
C000650,podcast_episode,True
C025518,podcast_episode,False
C006480,podcast_episode,True
C021555,podcast_episode,True
C002135,song,False
C028515,song,True
C013156,song,False
C014287,album,True
C023560,song,False
C011143,podcast_episode,False
C020873,song,False
C002973,song,True
C004320,podcast_episode,True
C028892,song,False
C021247,audiobook,True
C003638,song,True
C032772,album,False
C020708,podcast_episode,False
C012690,song,False
C002174,song,True
C023683,song,True
C013820,album,True
C019533,song,True
C019452,song,True
C028595,album,False
C003468,song,True
C019604,song,False
C033136,album,False
C023369,song,False
C023936,song,False
C021726,song,False
C002506,album,False
C011968,song,False
C002205,audiobook,True
C027881,song,True
C004478,podcast_episode,False
C002077,song,False
C006325,song,True
C009765,song,False
C018311,song,False
C010498,song,False
C001043,podcast_episode,False
C002338,song,False
C005979,song,True
C023704,song,False
C006776,album,False
C020221,song,True
C015517,podcast_episode,True
C030979,song,True
C015979,song,False
C009987,song,False
C022921,podcast_episode,False
C013223,song,False
C025365,song,False
C030866,album,False
C028240,song,False
C009247,song,False
C012767,song,True
C010647,podcast_episode,False
C011851,album,True
C019713,podcast_episode,True
C011282,podcast_episode,False
C027887,album,True
C010710,podcast_episode,True
C025978,song,False
C031976,song,False
C021852,song,False
C027601,podcast_episode,True
C033052,song,True
C004450,song,False
C000576,album,True
C000333,song,False
C018487,song,False
C030877,podcast_episode,True
C024004,song,True
C018724,podcast_episode,True
C025450,song,False
C011602,song,False
C008370,song,True
C007636,album,True
C015030,song,False
C007546,podcast_episode,True
C003835,song,False
C010454,audiobook,False
C008084,song,False
C020464,audiobook,False
C016036,audiobook,False
C024401,podcast_episode,False
C032559,song,False
C017681,song,False
C032744,song,False
C029832,song,False
C031119,song,False
C001536,song,False
C021315,podcast_episode,True
C023976,podcast_episode,False
C017539,audiobook,True
C000600,song,True
C029557,song,False
C026497,song,False
C025227,song,False
C012236,song,False
C033743,podcast_episode,True
C013648,podcast_episode,False
C010385,song,False
C019727,podcast_episode,False
C019837,podcast_episode,False
C026012,song,True
C017508,podcast_episode,False
C010905,podcast_episode,True
C003890,song,False
C022864,podcast_episode,False
C005875,song,False
C024538,podcast_episode,True
C001578,song,False
C009228,podcast_episode,True
C020622,song,False
C016807,song,True
C020520,podcast_episode,True
C023888,podcast_episode,False
C003664,song,False
C015866,song,False
C033230,song,True
C030420,song,True
C011638,song,False
C016694,song,True
C030218,song,True
C022347,album,True
C031702,song,False
C028159,song,False
C020543,podcast_episode,False
C021429,podcast_episode,False
C023234,song,False
C006485,podcast_episode,True
C018097,song,False
C031398,song,True
C028339,song,True
C020851,song,False
C018182,song,True
C032118,song,True
C006340,song,True
C002359,song,True
C023506,podcast_episode,False
C009071,song,False
C013230,song,False
C011470,song,False
C005502,song,False
C009989,song,True
C005130,song,False
C014897,album,False
C001252,podcast_episode,True
C015145,podcast_episode,True
C030484,song,True
C022264,podcast_episode,False
C013314,song,False
C010180,song,False
C021405,song,False
C003739,podcast_episode,True
C012396,podcast_episode,False
C001185,audiobook,True
C032424,song,True
C015818,album,False
C004137,song,False
C027096,podcast_episode,False
C001374,song,True
C026787,song,False
C028110,song,False
C022178,podcast_episode,False
C029939,song,False
C024333,podcast_episode,True
C011484,podcast_episode,False
C011310,podcast_episode,True
C021089,song,False
C030171,album,False
C017071,song,False
C020027,song,False
C022496,album,False
C025352,song,False
C026568,song,False
C010842,album,False
C006706,song,False
C001859,podcast_episode,False
C021716,podcast_episode,False
C017130,song,True
C027780,song,False
C002846,song,False
C009544,podcast_episode,False
C031209,podcast_episode,True
C002754,song,False
C021362,podcast_episode,False
C005556,podcast_episode,False
C015738,podcast_episode,True
C013398,song,True
C011443,podcast_episode,False
C022795,song,False
C015871,podcast_episode,True
C006957,song,True
C017286,song,False
C005442,song,True
C025362,song,False
C000096,album,True
C017613,podcast_episode,False
C016426,song,False
C022914,podcast_episode,True
C031230,song,False
C018613,song,False
C005877,song,False
C030127,podcast_episode,False
C003148,song,True
C018612,podcast_episode,False
C008611,song,False
C019042,song,False
C033812,album,False
C033432,podcast_episode,True
C033388,podcast_episode,False
C030195,podcast_episode,False
C006106,song,True
C024725,album,False
C026759,song,False
C007118,audiobook,False
C002450,podcast_episode,True
C014097,podcast_episode,False
C017561,song,True
C024149,song,True
C016479,audiobook,False
C006841,song,False
C012546,podcast_episode,False
C002047,audiobook,False
C008397,podcast_episode,True
C015770,album,False
C019879,song,False
C009290,song,False
C020544,album,False
C003585,song,False
C007552,album,False
C005421,song,False
C014343,song,False
C001920,album,False
C021774,audiobook,False
C008753,song,False
C008727,podcast_episode,False
C023634,song,False
C031959,podcast_episode,False
C026233,song,False
C004777,song,True
C026027,audiobook,True
C018965,song,False
C004526,song,False
C015403,song,False
C029892,podcast_episode,False
C024821,song,False
C001037,podcast_episode,True
